IO_0,K,SB1_0,SB2_0,SB3_0,SB4_0,SB5_0,SB6_0,SO_0,b1,b2,b3,b4,b5,b6,delta,psi,rho,sigma_dem,sigma_env,tau,logLik,logLik_se
0.00249284277160609,6,4069,4565,4410,4616,4305,4032,0.11628372689450384,3.196611200712419,-0.09706998938411993,1.4494708930086548,6.656313182314456,4.554236405220434,3.325694233018318,0.01666666666666666,0.00225667808825963,0.01205111147409696,0.03757583669235484,0.4317202344124161,0.00304388009365879,-807.2882929068367,0.6682143568763195
0.00111239653506448,6,4069,4565,4410,4616,4305,4032,0.15046746525246218,3.048766553619207,0.05694208024731721,1.4071239870305725,6.580164761463183,5.174167467610629,3.099133336490033,0.01666666666666666,0.00353300644457777,0.00962767954353761,0.01615631136388287,0.8535189068315067,3.8573687149127424e-4,-817.5704388072777,3.618105557179206
4.6717552528626464e-4,6,4069,4565,4410,4616,4305,4032,0.09380658611067182,4.161322630445116,-0.02642406552379992,3.059682875872892,6.702213069573045,5.641137916046699,2.815279580611788,0.01666666666666666,0.00772051665924714,0.00924408513442796,0.0911526801629944,0.5360160974879193,0.00200774179658605,-828.1546451670351,2.483113278198857
0.00164308512964873,6,4069,4565,4410,4616,4305,4032,0.12851788771498912,1.802599709224524,-1.0698351837552609,1.7786371940447592,6.375564374096124,4.967598975472158,4.186646991213811,0.01666666666666666,0.00363713719459382,0.00986985803893348,0.02164500916449882,0.7665824857552744,0.00148940047684496,-828.5332310820664,1.6918368411128313
3.9592984513749855e-4,6,4069,4565,4410,4616,4305,4032,0.10399670670326971,3.653253995949139,0.14799573782622877,2.233743785044126,6.47583093292487,5.611131452948296,2.669826506415553,0.01666666666666666,0.00480508807965554,0.00887969876254397,0.08336340315994134,0.42088812258850866,0.00139714567109058,-830.5167065221481,31.951572653752404
0.00118181263683209,6,4069,4565,4410,4616,4305,4032,0.11312939240859542,4.346360027085111,0.24685733188720335,1.220054655572821,6.174155176965958,4.688930314100482,2.7748409428376957,0.01666666666666666,0.00407864370090385,0.01004073558178324,0.07296067396834184,0.41044771354056137,0.00110340331272756,-842.6213352491117,7.443793869176829
0.0010030418567606,6,4069,4565,4410,4616,4305,4032,0.12652400917462933,1.7138785256754168,-0.33617137274247405,0.9005988339654584,7.768813588005835,3.9405302755313025,3.344775565220062,0.01666666666666666,5.321798894688948e-4,0.02489045274870982,0.02799433159886879,0.3902068171723366,0.00611488334516714,-846.5983489921733,1.1695014725915485
9.951444230217423e-4,6,4069,4565,4410,4616,4305,4032,0.1841420717360847,3.932418838033813,-0.3743826668283621,1.5293457729593127,5.763242870734524,5.154103531612196,2.0386123117188273,0.01666666666666666,0.00191845185951919,0.01730151099820782,0.01966254892637127,0.3151544388706486,0.00288481296124438,-862.6357113915848,2.74325232852118
0.0020901112411732276,6,4069,4565,4410,4616,4305,4032,0.00554188096044508,0.6797298364285841,0.9301327148873674,4.87040509459037,6.249367894223377,4.739822288375359,4.565661061112864,0.016666666666666666,0.008274949703809474,0.0095982833665031,0.13167351550818066,0.6844318856456788,0.004053536065303265,-904.0623574283951,3.9937487007337036
0.010693080742296817,6,4069,4565,4410,4616,4305,4032,0.15240828121844718,-1.069185844349819,6.434753873742005,-1.0170946329640955,3.0867398865518725,5.427229717130923,4.435934793220843,0.016666666666666666,0.002952403421968338,0.01230890757857273,0.015713460941228677,1.0616893697835819,0.008503974189567356,-926.9917127071374,6.126290041848391
